experiment,level,gamma_coefficient,gamma_exponent,gamma,n_steps,completed,path
data,residue,3,0,3.0,8733,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_10Start/Benchmark/RW_bench/BPTI_10Start_RW_bench_s_naive_sequential/train_BPTI_10Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,7271,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_1Start/Benchmark/RW_bench/BPTI_1Start_RW_bench_R3_k_sequence/train_BPTI_1Start_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,4048,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_1Start/Benchmark/RW_bench/BPTI_1Start_RW_bench_R3_k_sequence/train_BPTI_1Start_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,8148,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_1Start/Benchmark/RW_bench/BPTI_1Start_RW_bench_R3_k_sequence/train_BPTI_1Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,4099,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_1Start/Benchmark/RW_bench/BPTI_1Start_RW_bench_Sp_res_neighbours/train_BPTI_1Start_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,7458,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_1Start/Benchmark/RW_bench/BPTI_1Start_RW_bench_Sp_res_neighbours/train_BPTI_1Start_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3685,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_1Start/Benchmark/RW_bench/BPTI_1Start_RW_bench_Sp_res_neighbours/train_BPTI_1Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3648,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_1Start/Benchmark/RW_bench/BPTI_1Start_RW_bench_r_naive_random/train_BPTI_1Start_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,7113,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_1Start/Benchmark/RW_bench/BPTI_1Start_RW_bench_r_naive_random/train_BPTI_1Start_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,6362,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_1Start/Benchmark/RW_bench/BPTI_1Start_RW_bench_r_naive_random/train_BPTI_1Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3808,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_1Start/Benchmark/RW_bench/BPTI_1Start_RW_bench_s_naive_sequential/train_BPTI_1Start_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,9972,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_1Start/Benchmark/RW_bench/BPTI_1Start_RW_bench_s_naive_sequential/train_BPTI_1Start_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3408,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_1Start/Benchmark/RW_bench/BPTI_1Start_RW_bench_s_naive_sequential/train_BPTI_1Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,4372,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_MD_TFES/Benchmark/RW_bench/BPTI_MD_TFES_RW_bench_R3_k_sequence/train_BPTI_MD_TFES_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,7048,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_MD_TFES/Benchmark/RW_bench/BPTI_MD_TFES_RW_bench_R3_k_sequence/train_BPTI_MD_TFES_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,5127,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_MD_TFES/Benchmark/RW_bench/BPTI_MD_TFES_RW_bench_R3_k_sequence/train_BPTI_MD_TFES_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,6935,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_MD_TFES/Benchmark/RW_bench/BPTI_MD_TFES_RW_bench_Sp_res_neighbours/train_BPTI_MD_TFES_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,7719,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_MD_TFES/Benchmark/RW_bench/BPTI_MD_TFES_RW_bench_Sp_res_neighbours/train_BPTI_MD_TFES_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,6383,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_MD_TFES/Benchmark/RW_bench/BPTI_MD_TFES_RW_bench_Sp_res_neighbours/train_BPTI_MD_TFES_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,5094,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_MD_TFES/Benchmark/RW_bench/BPTI_MD_TFES_RW_bench_r_naive_random/train_BPTI_MD_TFES_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,7942,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_MD_TFES/Benchmark/RW_bench/BPTI_MD_TFES_RW_bench_r_naive_random/train_BPTI_MD_TFES_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,6713,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_MD_TFES/Benchmark/RW_bench/BPTI_MD_TFES_RW_bench_r_naive_random/train_BPTI_MD_TFES_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,7826,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_MD_TFES/Benchmark/RW_bench/BPTI_MD_TFES_RW_bench_s_naive_sequential/train_BPTI_MD_TFES_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,5881,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_MD_TFES/Benchmark/RW_bench/BPTI_MD_TFES_RW_bench_s_naive_sequential/train_BPTI_MD_TFES_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,8514,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_MD_TFES/Benchmark/RW_bench/BPTI_MD_TFES_RW_bench_s_naive_sequential/train_BPTI_MD_TFES_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,2339,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_clean/Benchmark/RW_bench/BPTI_af_clean_RW_bench_R3_k_sequence/train_BPTI_af_clean_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,2743,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_clean/Benchmark/RW_bench/BPTI_af_clean_RW_bench_R3_k_sequence/train_BPTI_af_clean_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,2731,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_clean/Benchmark/RW_bench/BPTI_af_clean_RW_bench_R3_k_sequence/train_BPTI_af_clean_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3564,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_clean/Benchmark/RW_bench/BPTI_af_clean_RW_bench_Sp_res_neighbours/train_BPTI_af_clean_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,2650,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_clean/Benchmark/RW_bench/BPTI_af_clean_RW_bench_Sp_res_neighbours/train_BPTI_af_clean_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3315,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_clean/Benchmark/RW_bench/BPTI_af_clean_RW_bench_Sp_res_neighbours/train_BPTI_af_clean_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,2605,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_clean/Benchmark/RW_bench/BPTI_af_clean_RW_bench_r_naive_random/train_BPTI_af_clean_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3255,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_clean/Benchmark/RW_bench/BPTI_af_clean_RW_bench_r_naive_random/train_BPTI_af_clean_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3217,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_clean/Benchmark/RW_bench/BPTI_af_clean_RW_bench_r_naive_random/train_BPTI_af_clean_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3580,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_clean/Benchmark/RW_bench/BPTI_af_clean_RW_bench_s_naive_sequential/train_BPTI_af_clean_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_clean/Benchmark/RW_bench/BPTI_af_clean_RW_bench_s_naive_sequential/train_BPTI_af_clean_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3627,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_clean/Benchmark/RW_bench/BPTI_af_clean_RW_bench_s_naive_sequential/train_BPTI_af_clean_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,8219,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_R3_k_sequence/train_BPTI_af_dirty_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,7384,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_R3_k_sequence/train_BPTI_af_dirty_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,8231,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_R3_k_sequence/train_BPTI_af_dirty_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,11696,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_Sp_res_neighbours/train_BPTI_af_dirty_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,10787,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_Sp_res_neighbours/train_BPTI_af_dirty_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,12851,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_Sp_res_neighbours/train_BPTI_af_dirty_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,10719,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_r_naive_random/train_BPTI_af_dirty_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,12765,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_r_naive_random/train_BPTI_af_dirty_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,9777,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_r_naive_random/train_BPTI_af_dirty_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,13502,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_s_naive_sequential/train_BPTI_af_dirty_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,12318,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_s_naive_sequential/train_BPTI_af_dirty_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,13441,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_s_naive_sequential/train_BPTI_af_dirty_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty0/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_r_naive_random/train_BPTI_af_dirty_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty0/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_r_naive_random/train_BPTI_af_dirty_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty0/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_r_naive_random/train_BPTI_af_dirty_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty1/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_r_naive_random/train_BPTI_af_dirty_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty1/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_r_naive_random/train_BPTI_af_dirty_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty1/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_r_naive_random/train_BPTI_af_dirty_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty2/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_R3_k_sequence/train_BPTI_af_dirty_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty2/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_R3_k_sequence/train_BPTI_af_dirty_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty2/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_R3_k_sequence/train_BPTI_af_dirty_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty2/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_Sp_res_neighbours/train_BPTI_af_dirty_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty2/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_Sp_res_neighbours/train_BPTI_af_dirty_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,19084,False,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty2/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_Sp_res_neighbours/train_BPTI_af_dirty_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty2/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_r_naive_random/train_BPTI_af_dirty_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty2/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_r_naive_random/train_BPTI_af_dirty_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty2/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_r_naive_random/train_BPTI_af_dirty_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty2/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_s_naive_sequential/train_BPTI_af_dirty_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty2/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_s_naive_sequential/train_BPTI_af_dirty_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,100001,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_af_dirty2/Benchmark/RW_bench/BPTI_af_dirty_RW_bench_s_naive_sequential/train_BPTI_af_dirty_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,4549,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_shaw_400/Benchmark/RW_bench/BPTI_shaw_400_RW_bench_R3_k_sequence/train_BPTI_shaw_400_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,5723,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_shaw_400/Benchmark/RW_bench/BPTI_shaw_400_RW_bench_R3_k_sequence/train_BPTI_shaw_400_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,5304,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_shaw_400/Benchmark/RW_bench/BPTI_shaw_400_RW_bench_R3_k_sequence/train_BPTI_shaw_400_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,5427,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_shaw_400/Benchmark/RW_bench/BPTI_shaw_400_RW_bench_Sp_res_neighbours/train_BPTI_shaw_400_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,6511,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_shaw_400/Benchmark/RW_bench/BPTI_shaw_400_RW_bench_Sp_res_neighbours/train_BPTI_shaw_400_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,10816,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_shaw_400/Benchmark/RW_bench/BPTI_shaw_400_RW_bench_Sp_res_neighbours/train_BPTI_shaw_400_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,6011,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_shaw_400/Benchmark/RW_bench/BPTI_shaw_400_RW_bench_r_naive_random/train_BPTI_shaw_400_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,6553,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_shaw_400/Benchmark/RW_bench/BPTI_shaw_400_RW_bench_r_naive_random/train_BPTI_shaw_400_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,5985,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_shaw_400/Benchmark/RW_bench/BPTI_shaw_400_RW_bench_r_naive_random/train_BPTI_shaw_400_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,6346,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_shaw_400/Benchmark/RW_bench/BPTI_shaw_400_RW_bench_s_naive_sequential/train_BPTI_shaw_400_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,8057,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_shaw_400/Benchmark/RW_bench/BPTI_shaw_400_RW_bench_s_naive_sequential/train_BPTI_shaw_400_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,6306,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/BPTI_shaw_400/Benchmark/RW_bench/BPTI_shaw_400_RW_bench_s_naive_sequential/train_BPTI_shaw_400_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1603,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_10Start/Benchmark/RW_bench/HOIP_10Start_RW_bench_R3_k_sequence/train_HOIP_10Start_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,4382,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_10Start/Benchmark/RW_bench/HOIP_10Start_RW_bench_R3_k_sequence/train_HOIP_10Start_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1809,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_10Start/Benchmark/RW_bench/HOIP_10Start_RW_bench_R3_k_sequence/train_HOIP_10Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3017,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_10Start/Benchmark/RW_bench/HOIP_10Start_RW_bench_Sp_res_neighbours/train_HOIP_10Start_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1575,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_10Start/Benchmark/RW_bench/HOIP_10Start_RW_bench_Sp_res_neighbours/train_HOIP_10Start_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,3059,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_10Start/Benchmark/RW_bench/HOIP_10Start_RW_bench_Sp_res_neighbours/train_HOIP_10Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1452,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_10Start/Benchmark/RW_bench/HOIP_10Start_RW_bench_r_naive_random/train_HOIP_10Start_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1555,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_10Start/Benchmark/RW_bench/HOIP_10Start_RW_bench_r_naive_random/train_HOIP_10Start_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1030,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_10Start/Benchmark/RW_bench/HOIP_10Start_RW_bench_r_naive_random/train_HOIP_10Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,787,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_10Start/Benchmark/RW_bench/HOIP_10Start_RW_bench_s_naive_sequential/train_HOIP_10Start_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,2009,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_10Start/Benchmark/RW_bench/HOIP_10Start_RW_bench_s_naive_sequential/train_HOIP_10Start_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,10398,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_10Start/Benchmark/RW_bench/HOIP_10Start_RW_bench_s_naive_sequential/train_HOIP_10Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,990,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_1Start/Benchmark/RW_bench/HOIP_1Start_RW_bench_R3_k_sequence/train_HOIP_1Start_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,2148,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_1Start/Benchmark/RW_bench/HOIP_1Start_RW_bench_R3_k_sequence/train_HOIP_1Start_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1461,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_1Start/Benchmark/RW_bench/HOIP_1Start_RW_bench_R3_k_sequence/train_HOIP_1Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1720,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_1Start/Benchmark/RW_bench/HOIP_1Start_RW_bench_Sp_res_neighbours/train_HOIP_1Start_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1271,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_1Start/Benchmark/RW_bench/HOIP_1Start_RW_bench_Sp_res_neighbours/train_HOIP_1Start_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1574,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_1Start/Benchmark/RW_bench/HOIP_1Start_RW_bench_Sp_res_neighbours/train_HOIP_1Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1260,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_1Start/Benchmark/RW_bench/HOIP_1Start_RW_bench_r_naive_random/train_HOIP_1Start_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,850,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_1Start/Benchmark/RW_bench/HOIP_1Start_RW_bench_r_naive_random/train_HOIP_1Start_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1053,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_1Start/Benchmark/RW_bench/HOIP_1Start_RW_bench_r_naive_random/train_HOIP_1Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,2030,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_1Start/Benchmark/RW_bench/HOIP_1Start_RW_bench_s_naive_sequential/train_HOIP_1Start_1/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,2789,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_1Start/Benchmark/RW_bench/HOIP_1Start_RW_bench_s_naive_sequential/train_HOIP_1Start_2/reweighting_gamma_3x10^0per_iteration_output.dat
data,residue,3,0,3.0,1701,True,/home/alexi/Documents/ValDX/data/Benchmark_Ensembles/HOIP_1Start/Benchmark/RW_bench/HOIP_1Start_RW_bench_s_naive_sequential/train_HOIP_1Start_3/reweighting_gamma_3x10^0per_iteration_output.dat
